代码,名称,上市日期,行业,板块,交易所,上市年份
600802,福建水泥,福建水泥股份有限公司,1994-01-03,上交所,SSE,
600803,新奥股份,新奥天然气股份有限公司,1994-01-03,上交所,SSE,
600804,*ST鹏博,鹏博士电信传媒集团股份有限公司,1994-01-03,上交所,SSE,
600805,悦达投资,江苏悦达投资股份有限公司,1994-01-03,上交所,SSE,
600807,济高发展,济南高新发展股份有限公司,1994-01-03,上交所,SSE,
600808,马钢股份,马鞍山钢铁股份有限公司,1994-01-06,上交所,SSE,
600809,山西汾酒,山西杏花村汾酒厂股份有限公司,1994-01-06,上交所,SSE,
600810,神马股份,神马实业股份有限公司,1994-01-06,上交所,SSE,
600812,华北制药,华北制药股份有限公司,1994-01-14,上交所,SSE,
600814,杭州解百,杭州解百集团股份有限公司,1994-01-14,上交所,SSE,
600815,厦工股份,厦门厦工机械股份有限公司,1994-01-28,上交所,SSE,
600816,建元信托,建元信托股份有限公司,1994-01-28,上交所,SSE,
600817,宇通重工,宇通重工股份有限公司,1994-01-28,上交所,SSE,
600818,中路股份,中路股份有限公司,1994-01-28,上交所,SSE,
600819,耀皮玻璃,上海耀皮玻璃集团股份有限公司,1994-01-28,上交所,SSE,
600820,隧道股份,上海隧道工程股份有限公司,1994-01-28,上交所,SSE,
600821,金开新能,金开新能源股份有限公司,1994-01-28,上交所,SSE,
600822,上海物贸,上海物资贸易股份有限公司,1994-02-04,上交所,SSE,
600824,益民集团,上海益民商业集团股份有限公司,1994-02-04,上交所,SSE,
600825,新华传媒,上海新华传媒股份有限公司,1994-02-04,上交所,SSE,
600826,兰生股份,东浩兰生会展集团股份有限公司,1994-02-04,上交所,SSE,
600827,百联股份,上海百联集团股份有限公司,1994-02-04,上交所,SSE,
600828,茂业商业,茂业商业股份有限公司,1994-02-24,上交所,SSE,
600829,人民同泰,哈药集团人民同泰医药股份有限公司,1994-02-24,上交所,SSE,
600830,香溢融通,香溢融通控股集团股份有限公司,1994-02-24,上交所,SSE,
600831,ST广网,陕西广电网络传媒(集团)股份有限公司,1994-02-24,上交所,SSE,
600833,第一医药,上海第一医药股份有限公司,1994-02-24,上交所,SSE,
600834,申通地铁,上海申通地铁股份有限公司,1994-02-24,上交所,SSE,
600835,上海机电,上海机电股份有限公司,1994-02-24,上交所,SSE,
600838,上海九百,上海九百股份有限公司,1994-02-24,上交所,SSE,
600839,四川长虹,四川长虹电器股份有限公司,1994-03-11,上交所,SSE,
600841,动力新科,上海新动力汽车科技股份有限公司,1994-03-11,上交所,SSE,
600843,上工申贝,上工申贝(集团)股份有限公司,1994-03-11,上交所,SSE,
600844,丹化科技,丹化化工科技股份有限公司,1994-03-11,上交所,SSE,
600845,宝信软件,上海宝信软件股份有限公司,1994-03-11,上交所,SSE,
600846,同济科技,上海同济科技实业股份有限公司,1994-03-11,上交所,SSE,
600847,万里股份,重庆万里新能源股份有限公司,1994-03-24,上交所,SSE,
600848,上海临港,上海临港控股股份有限公司,1994-03-24,上交所,SSE,
600850,电科数字,中电科数字技术股份有限公司,1994-03-24,上交所,SSE,
600851,海欣股份,上海海欣集团股份有限公司,1994-04-04,上交所,SSE,
600853,龙建股份,龙建路桥股份有限公司,1994-04-04,上交所,SSE,
600854,春兰股份,江苏春兰制冷设备股份有限公司,1994-04-25,上交所,SSE,
600855,航天长峰,北京航天长峰股份有限公司,1994-04-25,上交所,SSE,
600857,宁波中百,宁波中百股份有限公司,1994-04-25,上交所,SSE,
600858,银座股份,银座集团股份有限公司,1994-05-06,上交所,SSE,
600859,王府井,王府井集团股份有限公司,1994-05-06,上交所,SSE,
600860,京城股份,北京京城机电股份有限公司,1994-05-06,上交所,SSE,
600861,北京人力,北京国际人力资本集团股份有限公司,1994-05-20,上交所,SSE,
600862,中航高科,中航航空高科技股份有限公司,1994-05-20,上交所,SSE,
600863,内蒙华电,内蒙古蒙电华能热电股份有限公司,1994-05-20,上交所,SSE,
600864,哈投股份,哈尔滨哈投投资股份有限公司,1994-08-09,上交所,SSE,
600865,百大集团,百大集团股份有限公司,1994-08-09,上交所,SSE,
600866,星湖科技,广东肇庆星湖生物科技股份有限公司,1994-08-18,上交所,SSE,
600867,通化东宝,通化东宝药业股份有限公司,1994-08-24,上交所,SSE,
600868,梅雁吉祥,广东梅雁吉祥水电股份有限公司,1994-09-12,上交所,SSE,
600869,远东股份,远东智慧能源股份有限公司,1995-02-06,上交所,SSE,
600871,石化油服,中石化石油工程技术服务股份有限公司,1995-04-11,上交所,SSE,
600872,中炬高新,中炬高新技术实业(集团)股份有限公司,1995-01-24,上交所,SSE,
600873,XD梅花生,梅花生物科技集团股份有限公司,1995-02-17,上交所,SSE,
600874,创业环保,天津创业环保集团股份有限公司,1995-06-30,上交所,SSE,
600875,东方电气,东方电气股份有限公司,1995-10-10,上交所,SSE,
600876,凯盛新能,凯盛新能源股份有限公司,1995-10-31,上交所,SSE,
600877,电科芯片,中电科芯片技术股份有限公司,1995-10-13,上交所,SSE,
600879,航天电子,航天时代电子技术股份有限公司,1995-11-15,上交所,SSE,
600880,博瑞传播,成都博瑞传播股份有限公司,1995-11-15,上交所,SSE,
600881,亚泰集团,吉林亚泰(集团)股份有限公司,1995-11-15,上交所,SSE,
600882,妙可蓝多,上海妙可蓝多食品科技股份有限公司,1995-12-06,上交所,SSE,
600883,博闻科技,云南博闻科技实业股份有限公司,1995-12-08,上交所,SSE,
600884,杉杉股份,宁波杉杉股份有限公司,1996-01-30,上交所,SSE,
600885,宏发股份,宏发科技股份有限公司,1996-02-05,上交所,SSE,
600886,国投电力,国投电力控股股份有限公司,1996-01-18,上交所,SSE,
600887,伊利股份,内蒙古伊利实业集团股份有限公司,1996-03-12,上交所,SSE,
600888,新疆众和,新疆众和股份有限公司,1996-02-15,上交所,SSE,
600889,南京化纤,南京化纤股份有限公司,1996-03-08,上交所,SSE,
600892,*ST大晟,大晟时代文化投资股份有限公司,1996-03-15,上交所,SSE,
600893,航发动力,中国航发动力股份有限公司,1996-04-08,上交所,SSE,
600894,广日股份,广州广日股份有限公司,1996-03-28,上交所,SSE,
600895,张江高科,上海张江高科技园区开发股份有限公司,1996-04-22,上交所,SSE,
600897,厦门空港,元翔(厦门)国际航空港股份有限公司,1996-05-31,上交所,SSE,
600900,长江电力,中国长江电力股份有限公司,2003-11-18,上交所,SSE,
600901,江苏金租,江苏金融租赁股份有限公司,2018-03-01,上交所,SSE,
600903,贵州燃气,贵州燃气集团股份有限公司,2017-11-07,上交所,SSE,
600905,三峡能源,中国三峡新能源(集团)股份有限公司,2021-06-10,上交所,SSE,
600906,财达证券,财达证券股份有限公司,2021-05-07,上交所,SSE,
600908,无锡银行,无锡农村商业银行股份有限公司,2016-09-23,上交所,SSE,
600909,华安证券,华安证券股份有限公司,2016-12-06,上交所,SSE,
600916,中国黄金,中国黄金集团黄金珠宝股份有限公司,2021-02-05,上交所,SSE,
600917,重庆燃气,重庆燃气集团股份有限公司,2014-09-30,上交所,SSE,
600918,中泰证券,中泰证券股份有限公司,2020-06-03,上交所,SSE,
600919,江苏银行,江苏银行股份有限公司,2016-08-02,上交所,SSE,
600925,苏能股份,江苏徐矿能源股份有限公司,2023-03-29,上交所,SSE,
600926,杭州银行,杭州银行股份有限公司,2016-10-27,上交所,SSE,
600927,永安期货,永安期货股份有限公司,2021-12-23,上交所,SSE,
600928,西安银行,西安银行股份有限公司,2019-03-01,上交所,SSE,
600929,雪天盐业,雪天盐业集团股份有限公司,2018-03-26,上交所,SSE,
600933,爱柯迪,爱柯迪股份有限公司,2017-11-17,上交所,SSE,
600935,华塑股份,安徽华塑股份有限公司,2021-11-26,上交所,SSE,
600936,广西广电,广西广播电视信息网络股份有限公司,2016-08-15,上交所,SSE,
600938,中国海油,中国海洋石油有限公司,2022-04-21,上交所,SSE,
600939,重庆建工,重庆建工集团股份有限公司,2017-02-21,上交所,SSE,
600941,中国移动,中国移动有限公司,2022-01-05,上交所,SSE,
600955,维远股份,利华益维远化学股份有限公司,2021-09-15,上交所,SSE,
600956,新天绿能,新天绿色能源股份有限公司,2020-06-29,上交所,SSE,
600958,东方证券,东方证券股份有限公司,2015-03-23,上交所,SSE,
600959,江苏有线,江苏省广电有线信息网络股份有限公司,2015-04-28,上交所,SSE,
600960,渤海汽车,渤海汽车系统股份有限公司,2004-04-07,上交所,SSE,
600961,株冶集团,株洲冶炼集团股份有限公司,2004-08-30,上交所,SSE,
600962,国投中鲁,国投中鲁果汁股份有限公司,2004-06-22,上交所,SSE,
600963,岳阳林纸,岳阳林纸股份有限公司,2004-05-25,上交所,SSE,
600965,福成股份,河北福成五丰食品股份有限公司,2004-07-13,上交所,SSE,
600966,博汇纸业,山东博汇纸业股份有限公司,2004-06-08,上交所,SSE,
600967,内蒙一机,内蒙古第一机械集团股份有限公司,2004-05-18,上交所,SSE,
600968,海油发展,中海油能源发展股份有限公司,2019-06-26,上交所,SSE,
600969,郴电国际,湖南郴电国际发展股份有限公司,2004-04-08,上交所,SSE,
600970,中材国际,中国中材国际工程股份有限公司,2005-04-12,上交所,SSE,
600971,XD恒源煤,安徽恒源煤电股份有限公司,2004-08-17,上交所,SSE,
600973,宝胜股份,宝胜科技创新股份有限公司,2004-08-02,上交所,SSE,
600975,新五丰,湖南新五丰股份有限公司,2004-06-09,上交所,SSE,
600976,健民集团,健民药业集团股份有限公司,2004-04-19,上交所,SSE,
600977,中国电影,中国电影股份有限公司,2016-08-09,上交所,SSE,
600979,广安爱众,四川广安爱众股份有限公司,2004-09-06,上交所,SSE,
600980,北矿科技,北矿科技股份有限公司,2004-05-12,上交所,SSE,
600981,汇鸿集团,江苏汇鸿国际集团股份有限公司,2004-06-30,上交所,SSE,
600982,宁波能源,宁波能源集团股份有限公司,2004-07-06,上交所,SSE,
600983,惠而浦,惠而浦(中国)股份有限公司,2004-07-27,上交所,SSE,
600984,建设机械,陕西建设机械股份有限公司,2004-07-07,上交所,SSE,
600985,淮北矿业,淮北矿业控股股份有限公司,2004-04-28,上交所,SSE,
600986,浙文互联,浙文互联集团股份有限公司,2004-04-26,上交所,SSE,
600987,XD航民股,浙江航民股份有限公司,2004-08-09,上交所,SSE,
600988,赤峰黄金,赤峰吉隆黄金矿业股份有限公司,2004-04-14,上交所,SSE,
600989,宝丰能源,宁夏宝丰能源集团股份有限公司,2019-05-16,上交所,SSE,
600990,四创电子,四创电子股份有限公司,2004-05-10,上交所,SSE,
600992,贵绳股份,贵州钢绳股份有限公司,2004-05-14,上交所,SSE,
600993,马应龙,马应龙药业集团股份有限公司,2004-05-17,上交所,SSE,
600995,南网储能,南方电网储能股份有限公司,2004-06-15,上交所,SSE,
600996,贵广网络,贵州省广播电视信息网络股份有限公司,2016-12-26,上交所,SSE,
600997,开滦股份,开滦能源化工股份有限公司,2004-06-02,上交所,SSE,
600998,九州通,九州通医药集团股份有限公司,2010-11-02,上交所,SSE,
600999,招商证券,招商证券股份有限公司,2009-11-17,上交所,SSE,
601000,唐山港,唐山港集团股份有限公司,2010-07-05,上交所,SSE,
601001,晋控煤业,晋能控股山西煤业股份有限公司,2006-06-23,上交所,SSE,
601002,晋亿实业,晋亿实业股份有限公司,2007-01-26,上交所,SSE,
601003,柳钢股份,柳州钢铁股份有限公司,2007-02-27,上交所,SSE,
601005,重庆钢铁,重庆钢铁股份有限公司,2007-02-28,上交所,SSE,
601006,大秦铁路,大秦铁路股份有限公司,2006-08-01,上交所,SSE,
601007,金陵饭店,金陵饭店股份有限公司,2007-04-06,上交所,SSE,
601008,连云港,江苏连云港港口股份有限公司,2007-04-26,上交所,SSE,
601009,南京银行,南京银行股份有限公司,2007-07-19,上交所,SSE,
601010,文峰股份,文峰大世界连锁发展股份有限公司,2011-06-03,上交所,SSE,
601011,宝泰隆,宝泰隆新材料股份有限公司,2011-03-09,上交所,SSE,
601012,隆基绿能,隆基绿能科技股份有限公司,2012-04-11,上交所,SSE,
601015,陕西黑猫,陕西黑猫焦化股份有限公司,2014-11-05,上交所,SSE,
601016,节能风电,中节能风力发电股份有限公司,2014-09-29,上交所,SSE,
601018,宁波港,宁波舟山港股份有限公司,2010-09-28,上交所,SSE,
601019,山东出版,山东出版传媒股份有限公司,2017-11-22,上交所,SSE,
601020,华钰矿业,西藏华钰矿业股份有限公司,2016-03-16,上交所,SSE,
601021,春秋航空,春秋航空股份有限公司,2015-01-21,上交所,SSE,
601022,宁波远洋,宁波远洋运输股份有限公司,2022-12-08,上交所,SSE,
601028,玉龙股份,山东玉龙黄金股份有限公司,2011-11-07,上交所,SSE,
601033,永兴股份,广州环投永兴集团股份有限公司,2024-01-18,上交所,SSE,
601038,一拖股份,第一拖拉机股份有限公司,2012-08-08,上交所,SSE,
601058,赛轮轮胎,赛轮集团股份有限公司,2011-06-30,上交所,SSE,
601059,信达证券,信达证券股份有限公司,2023-02-01,上交所,SSE,
601061,中信金属,中信金属股份有限公司,2023-04-10,上交所,SSE,
601065,江盐集团,江西省盐业集团股份有限公司,2023-04-10,上交所,SSE,
601066,中信建投,中信建投证券股份有限公司,2018-06-20,上交所,SSE,
601068,中铝国际,中铝国际工程股份有限公司,2018-08-31,上交所,SSE,
601069,西部黄金,西部黄金股份有限公司,2015-01-22,上交所,SSE,
601077,渝农商行,重庆农村商业银行股份有限公司,2019-10-29,上交所,SSE,
601083,锦江航运,上海锦江航运(集团)股份有限公司,2023-12-05,上交所,SSE,
601086,国芳集团,甘肃国芳工贸(集团)股份有限公司,2017-09-29,上交所,SSE,
601088,中国神华,中国神华能源股份有限公司,2007-10-09,上交所,SSE,
601089,福元医药,北京福元医药股份有限公司,2022-06-30,上交所,SSE,
601096,宏盛华源,宏盛华源铁塔集团股份有限公司,2023-12-22,上交所,SSE,
601098,中南传媒,中南出版传媒集团股份有限公司,2010-10-28,上交所,SSE,
601099,太平洋,太平洋证券股份有限公司,2007-12-28,上交所,SSE,
601100,恒立液压,江苏恒立液压股份有限公司,2011-10-28,上交所,SSE,
601101,昊华能源,北京昊华能源股份有限公司,2010-03-31,上交所,SSE,
601106,中国一重,中国第一重型机械股份公司,2010-02-09,上交所,SSE,
601107,四川成渝,四川成渝高速公路股份有限公司,2009-07-27,上交所,SSE,
601108,财通证券,财通证券股份有限公司,2017-10-24,上交所,SSE,
601111,中国国航,中国国际航空股份有限公司,2006-08-18,上交所,SSE,
601113,华鼎股份,义乌华鼎锦纶股份有限公司,2011-05-09,上交所,SSE,
601116,三江购物,三江购物俱乐部股份有限公司,2011-03-02,上交所,SSE,
601117,中国化学,中国化学工程股份有限公司,2010-01-07,上交所,SSE,
601118,海南橡胶,海南天然橡胶产业集团股份有限公司,2011-01-07,上交所,SSE,
601121,宝地矿业,新疆宝地矿业股份有限公司,2023-03-10,上交所,SSE,
601126,四方股份,北京四方继保自动化股份有限公司,2010-12-31,上交所,SSE,
601127,赛力斯,赛力斯集团股份有限公司,2016-06-15,上交所,SSE,
601128,常熟银行,江苏常熟农村商业银行股份有限公司,2016-09-30,上交所,SSE,
601133,柏诚股份,柏诚系统科技股份有限公司,2023-04-10,上交所,SSE,
601136,首创证券,首创证券股份有限公司,2022-12-22,上交所,SSE,
601137,博威合金,宁波博威合金材料股份有限公司,2011-01-27,上交所,SSE,
601138,工业富联,富士康工业互联网股份有限公司,2018-06-08,上交所,SSE,
601139,深圳燃气,深圳市燃气集团股份有限公司,2009-12-25,上交所,SSE,
601155,新城控股,新城控股集团股份有限公司,2015-12-04,上交所,SSE,
601156,东航物流,东方航空物流股份有限公司,2021-06-09,上交所,SSE,
601158,重庆水务,重庆水务集团股份有限公司,2010-03-29,上交所,SSE,
601162,天风证券,天风证券股份有限公司,2018-10-19,上交所,SSE,
601163,三角轮胎,三角轮胎股份有限公司,2016-09-09,上交所,SSE,
601166,兴业银行,兴业银行股份有限公司,2007-02-05,上交所,SSE,
601168,西部矿业,西部矿业股份有限公司,2007-07-12,上交所,SSE,
601169,北京银行,北京银行股份有限公司,2007-09-19,上交所,SSE,
601177,杭齿前进,杭州前进齿轮箱集团股份有限公司,2010-10-11,上交所,SSE,
601179,中国西电,中国西电电气股份有限公司,2010-01-28,上交所,SSE,
601186,中国铁建,中国铁建股份有限公司,2008-03-10,上交所,SSE,
601187,厦门银行,厦门银行股份有限公司,2020-10-27,上交所,SSE,
601188,龙江交通,黑龙江交通发展股份有限公司,2010-03-19,上交所,SSE,
601198,东兴证券,东兴证券股份有限公司,2015-02-26,上交所,SSE,
601199,江南水务,江苏江南水务股份有限公司,2011-03-17,上交所,SSE,
601200,上海环境,上海环境集团股份有限公司,2017-03-31,上交所,SSE,
601208,东材科技,四川东材科技集团股份有限公司,2011-05-20,上交所,SSE,
601211,国泰海通,国泰海通证券股份有限公司,2015-06-26,上交所,SSE,
601212,白银有色,白银有色集团股份有限公司,2017-02-15,上交所,SSE,
601216,君正集团,内蒙古君正能源化工集团股份有限公司,2011-02-22,上交所,SSE,
601218,吉鑫科技,江苏吉鑫风能科技股份有限公司,2011-05-06,上交所,SSE,
601222,林洋能源,江苏林洋能源股份有限公司,2011-08-08,上交所,SSE,
601225,陕西煤业,陕西煤业股份有限公司,2014-01-28,上交所,SSE,
601226,华电科工,华电科工股份有限公司,2014-12-11,上交所,SSE,
601228,广州港,广州港股份有限公司,2017-03-29,上交所,SSE,
601229,上海银行,上海银行股份有限公司,2016-11-16,上交所,SSE,
601231,环旭电子,环旭电子股份有限公司,2012-02-20,上交所,SSE,
601233,桐昆股份,桐昆集团股份有限公司,2011-05-18,上交所,SSE,
601236,红塔证券,红塔证券股份有限公司,2019-07-05,上交所,SSE,
601238,广汽集团,广州汽车集团股份有限公司,2012-03-29,上交所,SSE,
601279,英利汽车,长春英利汽车工业股份有限公司,2021-04-15,上交所,SSE,
601288,农业银行,中国农业银行股份有限公司,2010-07-15,上交所,SSE,
601298,青岛港,青岛港国际股份有限公司,2019-01-21,上交所,SSE,
601311,骆驼股份,骆驼集团股份有限公司,2011-06-02,上交所,SSE,
601318,中国平安,中国平安保险(集团)股份有限公司,2007-03-01,上交所,SSE,
601319,中国人保,中国人民保险集团股份有限公司,2018-11-16,上交所,SSE,
601326,秦港股份,秦皇岛港股份有限公司,2017-08-16,上交所,SSE,
601328,交通银行,交通银行股份有限公司,2007-05-15,上交所,SSE,
601330,绿色动力,绿色动力环保集团股份有限公司,2018-06-11,上交所,SSE,
601333,广深铁路,广深铁路股份有限公司,2006-12-22,上交所,SSE,
601336,新华保险,新华人寿保险股份有限公司,2011-12-16,上交所,SSE,
601339,百隆东方,百隆东方股份有限公司,2012-06-12,上交所,SSE,
601360,三六零,三六零安全科技股份有限公司,2012-01-16,上交所,SSE,
601366,利群股份,利群商业集团股份有限公司,2017-04-12,上交所,SSE,
601368,绿城水务,广西绿城水务股份有限公司,2015-06-12,上交所,SSE,
601369,陕鼓动力,西安陕鼓动力股份有限公司,2010-04-28,上交所,SSE,
601375,中原证券,中原证券股份有限公司,2017-01-03,上交所,SSE,
601377,兴业证券,兴业证券股份有限公司,2010-10-13,上交所,SSE,
601388,怡球资源,怡球金属资源再生(中国)股份有限公司,2012-04-23,上交所,SSE,
601390,中国中铁,中国中铁股份有限公司,2007-12-03,上交所,SSE,
601398,工商银行,中国工商银行股份有限公司,2006-10-27,上交所,SSE,
601399,国机重装,国机重型装备集团股份有限公司,2020-06-08,上交所,SSE,
601456,国联民生,国联民生证券股份有限公司,2020-07-31,上交所,SSE,
601500,通用股份,江苏通用科技股份有限公司,2016-09-19,上交所,SSE,
601512,中新集团,中新苏州工业园区开发集团股份有限公司,2019-12-20,上交所,SSE,
601515,东峰集团,广东东峰新材料集团股份有限公司,2012-02-16,上交所,SSE,
601518,吉林高速,吉林高速公路股份有限公司,2010-03-19,上交所,SSE,
601519,大智慧,上海大智慧股份有限公司,2011-01-28,上交所,SSE,
601528,瑞丰银行,浙江绍兴瑞丰农村商业银行股份有限公司,2021-06-25,上交所,SSE,
601555,东吴证券,东吴证券股份有限公司,2011-12-12,上交所,SSE,
601566,九牧王,九牧王股份有限公司,2011-05-30,上交所,SSE,
601567,三星医疗,宁波三星医疗电气股份有限公司,2011-06-15,上交所,SSE,
601568,北元集团,陕西北元化工集团股份有限公司,2020-10-20,上交所,SSE,
601577,长沙银行,长沙银行股份有限公司,2018-09-26,上交所,SSE,
601579,会稽山,会稽山绍兴酒股份有限公司,2014-08-25,上交所,SSE,
601588,北辰实业,北京北辰实业股份有限公司,2006-10-16,上交所,SSE,
601595,上海电影,上海电影股份有限公司,2016-08-17,上交所,SSE,
601598,中国外运,中国外运股份有限公司,2019-01-18,上交所,SSE,
601599,浙文影业,浙文影业集团股份有限公司,2011-05-27,上交所,SSE,
601600,中国铝业,中国铝业股份有限公司,2007-04-30,上交所,SSE,
601601,中国太保,中国太平洋保险(集团)股份有限公司,2007-12-25,上交所,SSE,
601606,长城军工,安徽长城军工股份有限公司,2018-08-06,上交所,SSE,
601607,上海医药,上海医药集团股份有限公司,1994-03-24,上交所,SSE,
601608,中信重工,中信重工机械股份有限公司,2012-07-06,上交所,SSE,
601609,金田股份,宁波金田铜业(集团)股份有限公司,2020-04-22,上交所,SSE,
601611,中国核建,中国核工业建设股份有限公司,2016-06-06,上交所,SSE,
601615,明阳智能,明阳智慧能源集团股份公司,2019-01-23,上交所,SSE,
601616,广电电气,上海广电电气(集团)股份有限公司,2011-02-01,上交所,SSE,
601618,中国中冶,中国冶金科工股份有限公司,2009-09-21,上交所,SSE,
601619,嘉泽新能,嘉泽新能源股份有限公司,2017-07-20,上交所,SSE,
601628,中国人寿,中国人寿保险股份有限公司,2007-01-09,上交所,SSE,
601633,长城汽车,长城汽车股份有限公司,2011-09-28,上交所,SSE,
601636,旗滨集团,株洲旗滨集团股份有限公司,2011-08-12,上交所,SSE,
601658,邮储银行,中国邮政储蓄银行股份有限公司,2019-12-10,上交所,SSE,
601665,齐鲁银行,齐鲁银行股份有限公司,2021-06-18,上交所,SSE,
601666,平煤股份,平顶山天安煤业股份有限公司,2006-11-23,上交所,SSE,
601668,中国建筑,中国建筑股份有限公司,2009-07-29,上交所,SSE,
601669,中国电建,中国电力建设股份有限公司,2011-10-18,上交所,SSE,
601677,明泰铝业,河南明泰铝业股份有限公司,2011-09-19,上交所,SSE,
601678,滨化股份,滨化集团股份有限公司,2010-02-23,上交所,SSE,
601686,友发集团,天津友发钢管集团股份有限公司,2020-12-04,上交所,SSE,
601688,华泰证券,华泰证券股份有限公司,2010-02-26,上交所,SSE,
601689,拓普集团,宁波拓普集团股份有限公司,2015-03-19,上交所,SSE,
601696,中银证券,中银国际证券股份有限公司,2020-02-26,上交所,SSE,
601698,中国卫通,中国卫通集团股份有限公司,2019-06-28,上交所,SSE,
601699,潞安环能,山西潞安环保能源开发股份有限公司,2006-09-22,上交所,SSE,
601700,风范股份,常熟风范电力设备股份有限公司,2011-01-18,上交所,SSE,
601702,华峰铝业,上海华峰铝业股份有限公司,2020-09-07,上交所,SSE,
601717,郑煤机,郑州煤矿机械集团股份有限公司,2010-08-03,上交所,SSE,
601718,际华集团,际华集团股份有限公司,2010-08-16,上交所,SSE,
601727,上海电气,上海电气集团股份有限公司,2008-12-05,上交所,SSE,
601728,中国电信,中国电信股份有限公司,2021-08-20,上交所,SSE,
601766,中国中车,中国中车股份有限公司,2008-08-18,上交所,SSE,
601777,千里科技,重庆千里科技股份有限公司,2010-11-25,上交所,SSE,
601778,晶科科技,晶科电力科技股份有限公司,2020-05-19,上交所,SSE,
601788,光大证券,光大证券股份有限公司,2009-08-18,上交所,SSE,
601789,宁波建工,宁波建工股份有限公司,2011-08-16,上交所,SSE,
601798,蓝科高新,甘肃蓝科石化高新装备股份有限公司,2011-06-22,上交所,SSE,
601799,星宇股份,常州星宇车灯股份有限公司,2011-02-01,上交所,SSE,
601800,中国交建,中国交通建设股份有限公司,2012-03-09,上交所,SSE,
601801,皖新传媒,安徽新华传媒股份有限公司,2010-01-18,上交所,SSE,
601808,中海油服,中海油田服务股份有限公司,2007-09-28,上交所,SSE,
601811,新华文轩,新华文轩出版传媒股份有限公司,2016-08-08,上交所,SSE,
601816,京沪高铁,京沪高速铁路股份有限公司,2020-01-16,上交所,SSE,
601818,光大银行,中国光大银行股份有限公司,2010-08-18,上交所,SSE,
601825,沪农商行,上海农村商业银行股份有限公司,2021-08-19,上交所,SSE,
601827,三峰环境,重庆三峰环境集团股份有限公司,2020-06-05,上交所,SSE,
601828,美凯龙,红星美凯龙家居集团股份有限公司,2018-01-17,上交所,SSE,
601838,成都银行,成都银行股份有限公司,2018-01-31,上交所,SSE,
601857,中国石油,中国石油天然气股份有限公司,2007-11-05,上交所,SSE,
601858,中国科传,中国科技出版传媒股份有限公司,2017-01-18,上交所,SSE,
601860,紫金银行,江苏紫金农村商业银行股份有限公司,2019-01-03,上交所,SSE,
601865,福莱特,福莱特玻璃集团股份有限公司,2019-02-15,上交所,SSE,
601866,中远海发,中远海运发展股份有限公司,2007-12-12,上交所,SSE,
601868,中国能建,中国能源建设股份有限公司,2021-09-28,上交所,SSE,
601869,长飞光纤,长飞光纤光缆股份有限公司,2018-07-20,上交所,SSE,
601872,招商轮船,招商局能源运输股份有限公司,2006-12-01,上交所,SSE,
601877,正泰电器,浙江正泰电器股份有限公司,2010-01-21,上交所,SSE,
601878,浙商证券,浙商证券股份有限公司,2017-06-26,上交所,SSE,
601880,辽港股份,辽宁港口股份有限公司,2010-12-06,上交所,SSE,
601881,中国银河,中国银河证券股份有限公司,2017-01-23,上交所,SSE,
601882,海天精工,宁波海天精工股份有限公司,2016-11-07,上交所,SSE,
601886,江河集团,江河创建集团股份有限公司,2011-08-18,上交所,SSE,
601888,中国中免,中国旅游集团中免股份有限公司,2009-10-15,上交所,SSE,
601890,亚星锚链,江苏亚星锚链股份有限公司,2010-12-28,上交所,SSE,
601898,中煤能源,中国中煤能源股份有限公司,2008-02-01,上交所,SSE,
601899,紫金矿业,紫金矿业集团股份有限公司,2008-04-25,上交所,SSE,
601900,南方传媒,南方出版传媒股份有限公司,2016-02-15,上交所,SSE,
601901,方正证券,方正证券股份有限公司,2011-08-10,上交所,SSE,
601908,京运通,北京京运通科技股份有限公司,2011-09-08,上交所,SSE,
601916,浙商银行,浙商银行股份有限公司,2019-11-26,上交所,SSE,
601918,新集能源,中煤新集能源股份有限公司,2007-12-19,上交所,SSE,
601919,中远海控,中远海运控股股份有限公司,2007-06-26,上交所,SSE,
601921,浙版传媒,浙江出版传媒股份有限公司,2021-07-23,上交所,SSE,
601928,凤凰传媒,江苏凤凰出版传媒股份有限公司,2011-11-30,上交所,SSE,
601929,吉视传媒,吉视传媒股份有限公司,2012-02-23,上交所,SSE,
601933,永辉超市,永辉超市股份有限公司,2010-12-15,上交所,SSE,
601939,建设银行,中国建设银行股份有限公司,2007-09-25,上交所,SSE,
601949,中国出版,中国出版传媒股份有限公司,2017-08-21,上交所,SSE,
601952,苏垦农发,江苏省农垦农业发展股份有限公司,2017-05-15,上交所,SSE,
601956,东贝集团,湖北东贝机电集团股份有限公司,2020-12-25,上交所,SSE,
601958,金钼股份,金堆城钼业股份有限公司,2008-04-17,上交所,SSE,
601963,重庆银行,重庆银行股份有限公司,2021-02-05,上交所,SSE,
601965,中国汽研,中国汽车工程研究院股份有限公司,2012-06-11,上交所,SSE,
601966,玲珑轮胎,山东玲珑轮胎股份有限公司,2016-07-06,上交所,SSE,
601968,宝钢包装,上海宝钢包装股份有限公司,2015-06-11,上交所,SSE,
601969,海南矿业,海南矿业股份有限公司,2014-12-09,上交所,SSE,
601975,招商南油,招商局南京油运股份有限公司,2019-01-08,上交所,SSE,
601985,中国核电,中国核能电力股份有限公司,2015-06-10,上交所,SSE,
601988,中国银行,中国银行股份有限公司,2006-07-05,上交所,SSE,
