代码,名称,上市日期,行业,板块,交易所,上市年份
601989,中国重工,中国船舶重工股份有限公司,2009-12-16,上交所,SSE,
601990,南京证券,南京证券股份有限公司,2018-06-13,上交所,SSE,
601991,大唐发电,大唐国际发电股份有限公司,2006-12-20,上交所,SSE,
601992,金隅集团,北京金隅集团股份有限公司,2011-03-01,上交所,SSE,
601995,中金公司,中国国际金融股份有限公司,2020-11-02,上交所,SSE,
601996,丰林集团,广西丰林木业集团股份有限公司,2011-09-29,上交所,SSE,
601997,贵阳银行,贵阳银行股份有限公司,2016-08-16,上交所,SSE,
601998,中信银行,中信银行股份有限公司,2007-04-27,上交所,SSE,
601999,出版传媒,北方联合出版传媒(集团)股份有限公司,2007-12-21,上交所,SSE,
603000,人民网,人民网股份有限公司,2012-04-27,上交所,SSE,
603001,奥康国际,浙江奥康鞋业股份有限公司,2012-04-26,上交所,SSE,
603002,宏昌电子,宏昌电子材料股份有限公司,2012-05-18,上交所,SSE,
603003,*ST龙宇,上海龙宇数据股份有限公司,2012-08-17,上交所,SSE,
603004,鼎龙科技,浙江鼎龙科技股份有限公司,2023-12-27,上交所,SSE,
603005,晶方科技,苏州晶方半导体科技股份有限公司,2014-02-10,上交所,SSE,
603006,联明股份,上海联明机械股份有限公司,2014-06-30,上交所,SSE,
603007,*ST花王,花王生态工程股份有限公司,2016-08-26,上交所,SSE,
603008,喜临门,喜临门家具股份有限公司,2012-07-17,上交所,SSE,
603009,北特科技,上海北特科技股份有限公司,2014-07-18,上交所,SSE,
603010,万盛股份,浙江万盛股份有限公司,2014-10-10,上交所,SSE,
603011,合锻智能,合肥合锻智能制造股份有限公司,2014-11-07,上交所,SSE,
603012,创力集团,上海创力集团股份有限公司,2015-03-20,上交所,SSE,
603013,亚普股份,亚普汽车部件股份有限公司,2018-05-09,上交所,SSE,
603014,C威高,山东威高血液净化制品股份有限公司,2025-05-19,上交所,SSE,
603015,弘讯科技,宁波弘讯科技股份有限公司,2015-03-03,上交所,SSE,
603016,新宏泰,无锡新宏泰电器科技股份有限公司,2016-07-01,上交所,SSE,
603017,中衡设计,中衡设计集团股份有限公司,2014-12-31,上交所,SSE,
603018,华设集团,华设设计集团股份有限公司,2014-10-13,上交所,SSE,
603019,XD中科曙,曙光信息产业股份有限公司,2014-11-06,上交所,SSE,
603020,爱普股份,爱普香料集团股份有限公司,2015-03-25,上交所,SSE,
603021,ST华鹏,山东华鹏玻璃股份有限公司,2015-04-23,上交所,SSE,
603022,新通联,上海新通联包装股份有限公司,2015-05-18,上交所,SSE,
603023,*ST威帝,哈尔滨威帝电子股份有限公司,2015-05-27,上交所,SSE,
603025,XD大豪科,北京大豪科技股份有限公司,2015-04-22,上交所,SSE,
603026,石大胜华,石大胜华新材料集团股份有限公司,2015-05-29,上交所,SSE,
603027,千禾味业,千禾味业食品股份有限公司,2016-03-07,上交所,SSE,
603028,赛福天,江苏赛福天集团股份有限公司,2016-03-31,上交所,SSE,
603029,天鹅股份,山东天鹅棉业机械股份有限公司,2016-04-27,上交所,SSE,
603030,全筑股份,上海全筑控股集团股份有限公司,2015-03-20,上交所,SSE,
603031,安孚科技,安徽安孚电池科技股份有限公司,2016-08-22,上交所,SSE,
603032,德新科技,德力西新能源科技股份有限公司,2017-01-05,上交所,SSE,
603033,三维股份,三维控股集团股份有限公司,2016-12-07,上交所,SSE,
603035,常熟汽饰,江苏常熟汽饰集团股份有限公司,2017-01-05,上交所,SSE,
603036,XD如通股,江苏如通石油机械股份有限公司,2016-12-09,上交所,SSE,
603037,凯众股份,上海凯众材料科技股份有限公司,2017-01-20,上交所,SSE,
603038,华立股份,东莞市华立实业股份有限公司,2017-01-16,上交所,SSE,
603039,泛微网络,泛微网络科技股份有限公司,2017-01-13,上交所,SSE,
603040,新坐标,杭州新坐标科技股份有限公司,2017-02-09,上交所,SSE,
603041,美思德,江苏美思德化学股份有限公司,2017-03-30,上交所,SSE,
603042,华脉科技,南京华脉科技股份有限公司,2017-06-02,上交所,SSE,
603043,广州酒家,广州酒家集团股份有限公司,2017-06-27,上交所,SSE,
603045,福达合金,福达合金材料股份有限公司,2018-05-17,上交所,SSE,
603048,浙江黎明,浙江黎明智造股份有限公司,2021-11-16,上交所,SSE,
603050,科林电气,石家庄科林电气股份有限公司,2017-04-14,上交所,SSE,
603051,鹿山新材,广州鹿山新材料股份有限公司,2022-03-25,上交所,SSE,
603052,可川科技,苏州可川电子科技股份有限公司,2022-10-11,上交所,SSE,
603053,成都燃气,成都燃气集团股份有限公司,2019-12-17,上交所,SSE,
603055,台华新材,浙江台华新材料集团股份有限公司,2017-09-21,上交所,SSE,
603056,德邦股份,德邦物流股份有限公司,2018-01-16,上交所,SSE,
603057,紫燕食品,上海紫燕食品股份有限公司,2022-09-26,上交所,SSE,
603058,永吉股份,贵州永吉印务股份有限公司,2016-12-23,上交所,SSE,
603059,倍加洁,倍加洁集团股份有限公司,2018-03-02,上交所,SSE,
603060,国检集团,中国国检测试控股集团股份有限公司,2016-11-09,上交所,SSE,
603061,金海通,天津金海通半导体设备股份有限公司,2023-03-03,上交所,SSE,
603062,麦加芯彩,麦加芯彩新材料科技(上海)股份有限公司,2023-11-07,上交所,SSE,
603063,禾望电气,深圳市禾望电气股份有限公司,2017-07-28,上交所,SSE,
603065,宿迁联盛,宿迁联盛科技股份有限公司,2023-03-21,上交所,SSE,
603066,音飞储存,南京音飞储存设备(集团)股份有限公司,2015-06-11,上交所,SSE,
603067,振华股份,湖北振华化学股份有限公司,2016-09-13,上交所,SSE,
603068,博通集成,博通集成电路(上海)股份有限公司,2019-04-15,上交所,SSE,
603069,海汽集团,海南海汽运输集团股份有限公司,2016-07-12,上交所,SSE,
603070,万控智造,万控智造股份有限公司,2022-03-10,上交所,SSE,
603071,物产环能,浙江物产环保能源股份有限公司,2021-12-16,上交所,SSE,
603072,天和磁材,包头天和磁材科技股份有限公司,2025-01-03,上交所,SSE,
603073,彩蝶实业,浙江彩蝶实业股份有限公司,2023-03-16,上交所,SSE,
603075,热威股份,杭州热威电热科技股份有限公司,2023-09-11,上交所,SSE,
603076,乐惠国际,宁波乐惠国际工程装备股份有限公司,2017-11-13,上交所,SSE,
603077,和邦生物,四川和邦生物科技股份有限公司,2012-07-31,上交所,SSE,
603078,江化微,江阴江化微电子材料股份有限公司,2017-04-10,上交所,SSE,
603079,圣达生物,浙江圣达生物药业股份有限公司,2017-08-23,上交所,SSE,
603080,新疆火炬,新疆火炬燃气股份有限公司,2018-01-03,上交所,SSE,
603081,大丰实业,浙江大丰实业股份有限公司,2017-04-20,上交所,SSE,
603082,北自科技,北自所(北京)科技发展股份有限公司,2024-01-30,上交所,SSE,
603083,剑桥科技,上海剑桥科技股份有限公司,2017-11-10,上交所,SSE,
603085,天成自控,浙江天成自控股份有限公司,2015-06-30,上交所,SSE,
603086,先达股份,山东先达农化股份有限公司,2017-05-11,上交所,SSE,
603087,甘李药业,甘李药业股份有限公司,2020-06-29,上交所,SSE,
603088,宁波精达,宁波精达成形装备股份有限公司,2014-11-11,上交所,SSE,
603089,正裕工业,浙江正裕工业股份有限公司,2017-01-26,上交所,SSE,
603090,宏盛股份,无锡宏盛换热器制造股份有限公司,2016-08-31,上交所,SSE,
603091,众鑫股份,浙江众鑫环保科技集团股份有限公司,2024-09-20,上交所,SSE,
603093,XD南华期,南华期货股份有限公司,2019-08-30,上交所,SSE,
603095,越剑智能,浙江越剑智能装备股份有限公司,2020-04-15,上交所,SSE,
603096,新经典,新经典文化股份有限公司,2017-04-25,上交所,SSE,
603097,江苏华辰,江苏华辰变压器股份有限公司,2022-05-12,上交所,SSE,
603098,森特股份,森特士兴集团股份有限公司,2016-12-16,上交所,SSE,
603099,长白山,长白山旅游股份有限公司,2014-08-22,上交所,SSE,
603100,川仪股份,重庆川仪自动化股份有限公司,2014-08-05,上交所,SSE,
603101,汇嘉时代,新疆汇嘉时代百货股份有限公司,2016-05-06,上交所,SSE,
603102,百合股份,威海百合生物技术股份有限公司,2022-01-25,上交所,SSE,
603103,横店影视,横店影视股份有限公司,2017-10-12,上交所,SSE,
603105,芯能科技,浙江芯能光伏科技股份有限公司,2018-07-09,上交所,SSE,
603106,恒银科技,恒银金融科技股份有限公司,2017-09-20,上交所,SSE,
603107,上海汽配,上海汽车空调配件股份有限公司,2023-11-01,上交所,SSE,
603108,润达医疗,上海润达医疗科技股份有限公司,2015-05-27,上交所,SSE,
603109,神驰机电,神驰机电股份有限公司,2019-12-31,上交所,SSE,
603110,东方材料,新东方新材料股份有限公司,2017-10-13,上交所,SSE,
603111,康尼机电,南京康尼机电股份有限公司,2014-08-01,上交所,SSE,
603112,华翔股份,山西华翔集团股份有限公司,2020-09-17,上交所,SSE,
603113,金能科技,金能科技股份有限公司,2017-05-11,上交所,SSE,
603115,海星股份,南通海星电子股份有限公司,2019-08-09,上交所,SSE,
603116,红蜻蜓,浙江红蜻蜓鞋业股份有限公司,2015-06-29,上交所,SSE,
603117,万林物流,江苏万林现代物流股份有限公司,2015-06-29,上交所,SSE,
603118,共进股份,深圳市共进电子股份有限公司,2015-02-25,上交所,SSE,
603119,浙江荣泰,浙江荣泰电工器材股份有限公司,2023-08-01,上交所,SSE,
603120,肯特催化,肯特催化材料股份有限公司,2025-04-16,上交所,SSE,
603121,华培动力,上海华培数能科技(集团)股份有限公司,2019-01-11,上交所,SSE,
603122,合富中国,合富(中国)医疗科技股份有限公司,2022-02-16,上交所,SSE,
603123,翠微股份,北京翠微大厦股份有限公司,2012-05-03,上交所,SSE,
603124,江南新材,江西江南新材料科技股份有限公司,2025-03-20,上交所,SSE,
603125,常青科技,江苏常青树新材料科技股份有限公司,2023-04-10,上交所,SSE,
603126,中材节能,中材节能股份有限公司,2014-07-31,上交所,SSE,
603127,昭衍新药,北京昭衍新药研究中心股份有限公司,2017-08-25,上交所,SSE,
603128,华贸物流,港中旅华贸国际物流股份有限公司,2012-05-29,上交所,SSE,
603129,春风动力,浙江春风动力股份有限公司,2017-08-18,上交所,SSE,
603130,云中马,浙江云中马股份有限公司,2022-11-18,上交所,SSE,
603131,上海沪工,上海沪工焊接集团股份有限公司,2016-06-07,上交所,SSE,
603132,金徽股份,金徽矿业股份有限公司,2022-02-22,上交所,SSE,
603135,中重科技,中重科技(天津)股份有限公司,2023-04-10,上交所,SSE,
603136,天目湖,江苏天目湖旅游股份有限公司,2017-09-27,上交所,SSE,
603137,恒尚节能,江苏恒尚节能科技股份有限公司,2023-04-19,上交所,SSE,
603138,海量数据,北京海量数据技术股份有限公司,2017-03-06,上交所,SSE,
603139,康惠制药,陕西康惠制药股份有限公司,2017-04-21,上交所,SSE,
603150,万朗磁塑,安徽万朗磁塑股份有限公司,2022-01-24,上交所,SSE,
603151,邦基科技,山东邦基科技股份有限公司,2022-10-19,上交所,SSE,
603153,上海建科,上海建科咨询集团股份有限公司,2023-03-13,上交所,SSE,
603155,新亚强,新亚强硅化学股份有限公司,2020-09-01,上交所,SSE,
603156,养元饮品,河北养元智汇饮品股份有限公司,2018-02-12,上交所,SSE,
603158,腾龙股份,常州腾龙汽车零部件股份有限公司,2015-03-20,上交所,SSE,
603159,上海亚虹,上海亚虹模具股份有限公司,2016-08-12,上交所,SSE,
603160,汇顶科技,深圳市汇顶科技股份有限公司,2016-10-17,上交所,SSE,
603161,科华控股,科华控股股份有限公司,2018-01-05,上交所,SSE,
603162,海通发展,福建海通发展股份有限公司,2023-03-29,上交所,SSE,
603163,圣晖集成,圣晖系统集成集团股份有限公司,2022-10-13,上交所,SSE,
603165,荣晟环保,浙江荣晟环保纸业股份有限公司,2017-01-17,上交所,SSE,
603166,福达股份,桂林福达股份有限公司,2014-11-27,上交所,SSE,
603167,渤海轮渡,渤海轮渡集团股份有限公司,2012-09-06,上交所,SSE,
603168,莎普爱思,浙江莎普爱思药业股份有限公司,2014-07-02,上交所,SSE,
603169,兰石重装,兰州兰石重型装备股份有限公司,2014-10-09,上交所,SSE,
603170,宝立食品,上海宝立食品科技股份有限公司,2022-07-15,上交所,SSE,
603171,税友股份,税友软件集团股份有限公司,2021-06-30,上交所,SSE,
603172,万丰股份,浙江万丰化工股份有限公司,2023-05-10,上交所,SSE,
603173,福斯达,杭州福斯达深冷装备股份有限公司,2023-01-30,上交所,SSE,
603176,汇通集团,汇通建设集团股份有限公司,2021-12-31,上交所,SSE,
603177,德创环保,浙江德创环保科技股份有限公司,2017-02-07,上交所,SSE,
603178,圣龙股份,宁波圣龙汽车动力系统股份有限公司,2017-03-28,上交所,SSE,
603179,新泉股份,江苏新泉汽车饰件股份有限公司,2017-03-17,上交所,SSE,
603180,金牌家居,金牌厨柜家居科技股份有限公司,2017-05-12,上交所,SSE,
603181,皇马科技,浙江皇马科技股份有限公司,2017-08-24,上交所,SSE,
603182,嘉华股份,山东嘉华生物科技股份有限公司,2022-09-09,上交所,SSE,
603183,建研院,苏州市建筑科学研究院集团股份有限公司,2017-09-05,上交所,SSE,
603185,弘元绿能,弘元绿色能源股份有限公司,2018-12-28,上交所,SSE,
603186,华正新材,浙江华正新材料股份有限公司,2017-01-03,上交所,SSE,
603187,海容冷链,青岛海容商用冷链股份有限公司,2018-11-29,上交所,SSE,
603188,亚邦股份,江苏亚邦染料股份有限公司,2014-09-09,上交所,SSE,
603189,网达软件,上海网达软件股份有限公司,2016-09-14,上交所,SSE,
603190,亚通精工,烟台亚通精工机械股份有限公司,2023-02-17,上交所,SSE,
603191,望变电气,重庆望变电气(集团)股份有限公司,2022-04-28,上交所,SSE,
603192,汇得科技,上海汇得科技股份有限公司,2018-08-28,上交所,SSE,
603193,润本股份,润本生物技术股份有限公司,2023-10-17,上交所,SSE,
603194,中力股份,浙江中力机械股份有限公司,2024-12-24,上交所,SSE,
603195,公牛集团,公牛集团股份有限公司,2020-02-06,上交所,SSE,
603196,日播时尚,日播时尚集团股份有限公司,2017-05-31,上交所,SSE,
603197,保隆科技,上海保隆汽车科技股份有限公司,2017-05-19,上交所,SSE,
603198,迎驾贡酒,安徽迎驾贡酒股份有限公司,2015-05-28,上交所,SSE,
603199,九华旅游,安徽九华山旅游发展股份有限公司,2015-03-26,上交所,SSE,
603200,上海洗霸,上海洗霸科技股份有限公司,2017-06-01,上交所,SSE,
603201,常润股份,常熟通润汽车零部件股份有限公司,2022-07-29,上交所,SSE,
603202,天有为,黑龙江天有为电子股份有限公司,2025-04-24,上交所,SSE,
603203,快克智能,快克智能装备股份有限公司,2016-11-08,上交所,SSE,
603205,健尔康,健尔康医疗科技股份有限公司,2024-11-07,上交所,SSE,
603206,嘉环科技,嘉环科技股份有限公司,2022-05-06,上交所,SSE,
